confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr,provinceName
1,1,0,0,1,1,20200122,0,0,0,0,香港
2,1,0,0,2,1,20200123,0,0,0,0,香港
5,3,0,0,5,3,20200124,0,0,0,0,香港
5,0,0,0,5,0,20200125,0,0,0,0,香港
8,3,0,0,8,3,20200126,0,0,0,0,香港
8,0,0,0,8,0,20200127,0,0,0,0,香港
8,0,0,0,8,0,20200128,0,0,0,0,香港
10,2,0,0,10,2,20200129,0,0,0,0,香港
12,2,0,0,12,2,20200130,0,0,0,0,香港
13,1,0,0,13,1,20200131,0,0,0,0,香港
14,1,0,0,14,1,20200201,0,0,0,0,香港
15,1,0,0,15,1,20200202,0,0,0,0,香港
15,0,0,0,15,0,20200203,0,0,0,0,香港
18,3,0,0,17,2,20200204,1,1,0,0,香港
21,3,0,0,20,3,20200205,1,0,0,0,香港
24,3,0,0,23,3,20200206,1,0,0,0,香港
26,2,0,0,25,2,20200207,1,0,0,0,香港
26,0,0,0,25,0,20200208,1,0,0,0,香港
36,10,0,0,35,10,20200209,1,0,0,0,香港
42,6,0,0,41,6,20200210,1,0,0,0,香港
49,7,0,0,48,7,20200211,1,0,0,0,香港
50,1,1,1,48,0,20200212,1,0,0,0,香港
53,3,1,0,51,3,20200213,1,0,0,0,香港
56,3,1,0,54,3,20200214,1,0,0,0,香港
56,0,1,0,54,0,20200215,1,0,0,0,香港
57,1,2,1,54,0,20200216,1,0,0,0,香港
60,3,2,0,57,3,20200217,1,0,0,0,香港
62,2,4,2,57,0,20200218,1,0,0,0,香港
65,3,5,1,58,1,20200219,2,1,0,0,香港
68,3,5,0,61,3,20200220,2,0,0,0,香港
68,0,6,1,60,-1,20200221,2,0,0,0,香港
69,1,11,5,56,-4,20200222,2,0,0,0,香港
74,5,12,1,60,4,20200223,2,0,0,0,香港
81,7,19,7,60,0,20200224,2,0,0,0,香港
85,4,18,-1,65,5,20200225,2,0,0,0,香港
91,6,24,6,65,0,20200226,2,0,0,0,香港
93,2,26,2,65,0,20200227,2,0,0,0,香港
94,1,30,4,62,-3,20200228,2,0,0,0,香港
95,1,33,3,60,-2,20200229,2,0,0,0,香港
98,3,36,3,60,0,20200301,2,0,0,0,香港
100,2,36,0,62,2,20200302,2,0,0,0,香港
100,0,37,1,61,-1,20200303,2,0,0,0,香港
105,5,43,6,60,-1,20200304,2,0,0,0,香港
105,0,46,3,57,-3,20200305,2,0,0,0,香港
107,2,51,5,54,-3,20200306,2,0,0,0,香港
109,2,55,4,52,-2,20200307,2,0,0,0,香港
114,5,59,4,52,0,20200308,3,1,0,0,香港
115,1,60,1,52,0,20200309,3,0,0,0,香港
120,5,65,5,52,0,20200310,3,0,0,0,香港
129,9,67,2,59,7,20200311,3,0,0,0,香港
131,2,75,8,53,-6,20200312,3,0,0,0,香港
137,6,78,3,55,2,20200313,4,1,0,0,香港
141,4,81,3,56,1,20200314,4,0,0,0,香港
149,8,84,3,61,5,20200315,4,0,0,0,香港
157,8,88,4,65,4,20200316,4,0,0,0,香港
167,10,92,4,71,6,20200317,4,0,0,0,香港
192,25,95,3,93,22,20200318,4,0,0,0,香港
208,16,98,3,106,13,20200319,4,0,0,0,香港
256,48,98,0,154,48,20200320,4,0,0,0,香港
273,17,100,2,169,15,20200321,4,0,0,0,香港
317,44,100,0,213,44,20200322,4,0,0,0,香港
356,39,101,1,251,38,20200323,4,0,0,0,香港
386,30,102,1,280,29,20200324,4,0,0,0,香港
410,24,106,4,300,20,20200325,4,0,24,24,香港
453,43,110,4,339,39,20200326,4,0,24,0,香港
518,65,111,1,403,64,20200327,4,0,24,0,香港
582,64,112,1,466,63,20200328,4,0,21,-3,香港
641,59,118,6,519,53,20200329,4,0,21,0,香港
682,41,124,6,554,35,20200330,4,0,55,34,香港
714,32,128,4,582,28,20200331,4,0,55,0,香港
765,51,147,19,614,32,20200401,4,0,55,0,香港
802,37,154,7,644,30,20200402,4,0,0,-55,香港
845,43,173,19,668,24,20200403,4,0,0,0,香港
862,17,186,13,672,4,20200404,4,0,37,37,香港
890,28,206,20,680,8,20200405,4,0,37,0,香港
914,24,216,10,694,14,20200406,4,0,24,-13,香港
935,21,236,20,695,1,20200407,4,0,0,-24,香港
960,25,264,28,692,-3,20200408,4,0,0,0,香港
973,13,293,29,676,-16,20200409,4,0,24,24,香港
989,16,309,16,676,0,20200410,4,0,39,15,香港
1000,11,336,27,660,-16,20200411,4,0,39,0,香港
1004,4,360,24,640,-20,20200412,4,0,39,0,香港
1009,5,397,37,608,-32,20200413,4,0,39,0,香港
1012,3,434,37,574,-34,20200414,4,0,39,0,香港
1016,4,459,25,553,-21,20200415,4,0,39,0,香港
1017,1,485,26,528,-25,20200416,4,0,39,0,香港
1021,4,532,47,485,-43,20200417,4,0,39,0,香港
1023,2,568,36,451,-34,20200418,4,0,39,0,香港
1025,2,602,34,419,-32,20200419,4,0,39,0,香港
1025,0,630,28,391,-28,20200420,4,0,39,0,香港
1029,4,650,20,375,-16,20200421,4,0,43,4,香港
1033,4,678,28,351,-24,20200422,4,0,47,4,香港
1035,2,699,21,332,-19,20200423,4,0,47,0,香港
1035,0,725,26,306,-26,20200424,4,0,47,0,香港
1037,2,753,28,280,-26,20200425,4,0,47,0,香港
1037,0,772,19,261,-19,20200426,4,0,47,0,香港
1037,0,787,15,246,-15,20200427,4,0,47,0,香港
1037,0,811,24,222,-24,20200428,4,0,47,0,香港
1037,0,830,19,203,-19,20200429,4,0,47,0,香港
1037,0,846,16,187,-16,20200430,4,0,47,0,香港
1039,2,859,13,176,-11,20200501,4,0,47,0,香港
1039,0,864,5,171,-5,20200502,4,0,47,0,香港
1039,0,879,15,156,-15,20200503,4,0,47,0,香港
1040,1,900,21,136,-20,20200504,4,0,47,0,香港
1040,0,920,20,116,-20,20200505,4,0,47,0,香港
1040,0,932,12,104,-12,20200506,4,0,47,0,香港
1044,4,944,12,96,-8,20200507,4,0,47,0,香港
1044,0,960,16,80,-16,20200508,4,0,47,0,香港
1044,0,967,7,73,-7,20200509,4,0,47,0,香港
1047,3,982,15,61,-12,20200510,4,0,47,0,香港
1047,0,985,3,58,-3,20200511,4,0,47,0,香港
1047,0,991,6,52,-6,20200512,4,0,47,0,香港
1050,3,1008,17,38,-14,20200513,4,0,47,0,香港
1051,1,1009,1,38,0,20200514,4,0,47,0,香港
1052,1,1019,10,29,-9,20200515,4,0,47,0,香港
1052,0,1022,3,26,-3,20200516,4,0,47,0,香港
1055,3,1024,2,27,1,20200517,4,0,47,0,香港
1055,0,1025,1,26,-1,20200518,4,0,47,0,香港
1055,0,1025,0,26,0,20200519,4,0,47,0,香港
1055,0,1026,1,25,-1,20200520,4,0,47,0,香港
1063,8,1029,3,30,5,20200521,4,0,47,0,香港
1065,2,1029,0,32,2,20200522,4,0,47,0,香港
1065,0,1029,0,32,0,20200523,4,0,47,0,香港
1065,0,1030,1,31,-1,20200524,4,0,47,0,香港
1065,0,1030,0,31,0,20200525,4,0,47,0,香港
1065,0,1033,3,28,-3,20200526,4,0,47,0,香港
1066,1,1034,1,28,0,20200527,4,0,47,0,香港
1066,0,1035,1,27,-1,20200528,4,0,47,0,香港
1079,13,1035,0,40,13,20200529,4,0,60,13,香港
1082,3,1036,1,42,2,20200530,4,0,63,3,香港
1084,2,1037,1,43,1,20200531,4,0,63,0,香港
1087,3,1037,0,46,3,20200601,4,0,63,0,香港
1093,6,1038,1,51,5,20200602,4,0,63,0,香港
1093,0,1039,1,50,-1,20200603,4,0,63,0,香港
1099,6,1042,3,53,3,20200604,4,0,63,0,香港
1102,3,1045,3,53,0,20200605,4,0,63,0,香港
1105,3,1048,3,53,0,20200606,4,0,63,0,香港
1106,1,1049,1,53,0,20200607,4,0,63,0,香港
1107,1,1049,0,54,1,20200608,4,0,63,0,香港
1107,0,1050,1,53,-1,20200609,4,0,63,0,香港
1107,0,1051,1,52,-1,20200610,4,0,63,0,香港
1107,0,1055,4,48,-4,20200611,4,0,63,0,香港
1108,1,1060,5,44,-4,20200612,4,0,63,0,香港
1109,1,1061,1,44,0,20200613,4,0,63,0,香港
1109,0,1067,6,38,-6,20200614,4,0,63,0,香港
1112,3,1067,0,41,3,20200615,4,0,63,0,香港
1112,0,1069,2,39,-2,20200616,4,0,63,0,香港
1120,8,1071,2,45,6,20200617,4,0,63,0,香港
1124,4,1072,1,48,3,20200618,4,0,63,0,香港
1127,3,1074,2,49,1,20200619,4,0,63,0,香港
1128,1,1077,3,46,-3,20200620,5,1,63,0,香港
1131,3,1078,1,48,2,20200621,5,0,63,0,香港
1161,30,1078,0,78,30,20200622,5,0,63,0,香港
1177,16,1083,5,88,10,20200623,6,1,63,0,香港
1179,2,1086,3,87,-1,20200624,6,0,63,0,香港
1193,14,1088,2,98,11,20200625,7,1,63,0,香港
1196,3,1091,3,98,0,20200626,7,0,63,0,香港
1197,1,1095,4,95,-3,20200627,7,0,63,0,香港
1199,2,1104,9,88,-7,20200628,7,0,63,0,香港
1203,4,1105,1,91,3,20200629,7,0,63,0,香港
1205,2,1107,2,91,0,20200630,7,0,63,0,香港
1233,28,1117,10,109,18,20200701,7,0,63,0,香港
1242,9,1120,3,115,6,20200702,7,0,63,0,香港
1247,5,1125,5,115,0,20200703,7,0,63,0,香港
1258,11,1145,20,106,-9,20200704,7,0,63,0,香港
1268,10,1156,11,105,-1,20200705,7,0,63,0,香港
1285,17,1157,1,121,16,20200706,7,0,63,0,香港
1299,14,1161,4,131,10,20200707,7,0,63,0,香港
1323,24,1167,6,149,18,20200708,7,0,63,0,香港
1365,42,1176,9,182,33,20200709,7,0,63,0,香港
1403,38,1187,11,209,27,20200710,7,0,63,0,香港
1431,28,1197,10,227,18,20200711,7,0,63,0,香港
1469,38,1214,17,248,21,20200712,7,0,63,0,香港
1521,52,1217,3,296,48,20200713,8,1,63,0,香港
1569,48,1229,12,332,36,20200714,8,0,63,0,香港
1588,19,1241,12,337,5,20200715,10,2,63,0,香港
1713,125,1264,23,439,102,20200716,10,0,63,0,香港
1713,0,1264,0,438,-1,20200717,11,1,63,0,香港
1777,64,1274,10,491,53,20200718,12,1,63,0,香港
1885,108,1294,20,579,88,20200719,12,0,88,25,香港
1958,73,1302,8,644,65,20200720,12,0,88,0,香港
2131,173,1344,42,773,129,20200722,14,2,88,0,香港
2372,241,1407,63,949,176,20200724,16,2,88,0,香港
2505,133,1455,48,1032,83,20200725,18,2,88,0,香港
2633,128,1495,40,1120,88,20200726,18,0,88,0,香港
2778,145,1486,-9,1270,150,20200727,22,4,88,0,香港
2884,106,1527,41,1334,64,20200728,23,1,88,0,香港
3002,118,1591,64,1387,53,20200729,24,1,88,0,香港
3151,149,1660,69,1466,79,20200730,25,1,92,4,香港
3272,121,1751,91,1494,28,20200731,27,2,92,0,香港
3396,124,1858,107,1507,13,20200801,31,4,93,1,香港
3511,115,1959,101,1517,10,20200802,35,4,93,0,香港
3589,78,2037,78,1514,-3,20200803,38,3,93,0,香港
3669,80,2141,104,1486,-28,20200804,42,4,93,0,香港
3849,180,2458,317,1345,-141,20200806,46,4,93,0,香港
3938,89,2620,162,1271,-74,20200807,47,1,93,0,香港
4007,69,2755,135,1205,-66,20200808,47,0,93,0,香港
4079,72,2847,92,1180,-25,20200809,52,5,102,9,香港
4148,69,2917,70,1176,-4,20200810,55,3,102,0,香港
4243,95,3189,272,991,-185,20200812,63,8,103,1,香港
4312,69,3295,106,951,-40,20200813,66,3,103,0,香港
4360,48,3392,97,901,-50,20200814,67,1,105,2,香港
4406,46,3488,96,849,-52,20200815,69,2,105,0,香港
4480,74,3549,61,862,13,20200816,69,0,109,4,香港
4524,44,3599,50,856,-6,20200817,69,0,109,0,香港
4560,36,3677,78,812,-44,20200818,71,2,109,0,香港
4604,44,3827,150,702,-110,20200820,75,4,109,0,香港
4631,27,3900,73,656,-46,20200821,75,0,118,9,香港
4657,26,3974,74,607,-49,20200822,76,1,118,0,香港
4682,25,4018,44,587,-20,20200823,77,1,118,0,香港
4691,9,4052,34,562,-25,20200824,77,0,118,0,香港
4710,19,4108,56,524,-38,20200825,78,1,118,0,香港
2,2,0,0,2,2,20200123,0,0,0,0,新疆维吾尔自治区
3,1,0,0,3,1,20200124,0,0,0,0,新疆维吾尔自治区
4,1,0,0,4,1,20200125,0,0,0,0,新疆维吾尔自治区
5,1,0,0,5,1,20200126,0,0,0,0,新疆维吾尔自治区
10,5,0,0,10,5,20200127,0,0,0,0,新疆维吾尔自治区
13,3,0,0,13,3,20200128,0,0,0,0,新疆维吾尔自治区
14,1,0,0,14,1,20200129,0,0,0,0,新疆维吾尔自治区
17,3,0,0,17,3,20200130,0,0,0,0,新疆维吾尔自治区
18,1,0,0,18,1,20200131,0,0,0,0,新疆维吾尔自治区
21,3,0,0,21,3,20200201,0,0,0,0,新疆维吾尔自治区
24,3,0,0,24,3,20200202,0,0,0,0,新疆维吾尔自治区
29,5,0,0,29,5,20200203,0,0,0,0,新疆维吾尔自治区
32,3,0,0,32,3,20200204,0,0,0,0,新疆维吾尔自治区
36,4,0,0,36,4,20200205,0,0,0,0,新疆维吾尔自治区
39,3,0,0,39,3,20200206,0,0,0,0,新疆维吾尔自治区
42,3,0,0,42,3,20200207,0,0,0,0,新疆维吾尔自治区
45,3,0,0,45,3,20200208,0,0,0,0,新疆维吾尔自治区
49,4,0,0,49,4,20200209,0,0,0,0,新疆维吾尔自治区
55,6,0,0,55,6,20200210,0,0,0,0,新疆维吾尔自治区
59,4,3,3,56,1,20200211,0,0,0,0,新疆维吾尔自治区
63,4,3,0,59,3,20200212,1,1,0,0,新疆维吾尔自治区
65,2,6,3,58,-1,20200213,1,0,0,0,新疆维吾尔自治区
70,5,6,0,63,5,20200214,1,0,0,0,新疆维吾尔自治区
71,1,11,5,59,-4,20200215,1,0,0,0,新疆维吾尔自治区
75,4,12,1,62,3,20200216,1,0,0,0,新疆维吾尔自治区
76,1,12,0,63,1,20200217,1,0,0,0,新疆维吾尔自治区
76,0,14,2,61,-2,20200218,1,0,0,0,新疆维吾尔自治区
76,0,20,6,55,-6,20200219,1,0,0,0,新疆维吾尔自治区
76,0,22,2,53,-2,20200220,1,0,0,0,新疆维吾尔自治区
76,0,24,2,50,-3,20200221,2,1,0,0,新疆维吾尔自治区
76,0,25,1,49,-1,20200222,2,0,0,0,新疆维吾尔自治区
76,0,28,3,46,-3,20200223,2,0,0,0,新疆维吾尔自治区
76,0,30,2,44,-2,20200224,2,0,0,0,新疆维吾尔自治区
76,0,30,0,44,0,20200225,2,0,0,0,新疆维吾尔自治区
76,0,34,4,40,-4,20200226,2,0,0,0,新疆维吾尔自治区
76,0,43,9,30,-10,20200227,3,1,0,0,新疆维吾尔自治区
76,0,52,9,21,-9,20200228,3,0,0,0,新疆维吾尔自治区
76,0,62,10,11,-10,20200229,3,0,0,0,新疆维吾尔自治区
76,0,64,2,9,-2,20200301,3,0,0,0,新疆维吾尔自治区
76,0,67,3,6,-3,20200302,3,0,0,0,新疆维吾尔自治区
76,0,68,1,5,-1,20200303,3,0,0,0,新疆维吾尔自治区
76,0,69,1,4,-1,20200304,3,0,0,0,新疆维吾尔自治区
76,0,70,1,3,-1,20200305,3,0,0,0,新疆维吾尔自治区
76,0,71,1,2,-1,20200306,3,0,0,0,新疆维吾尔自治区
76,0,72,1,1,-1,20200307,3,0,0,0,新疆维吾尔自治区
76,0,73,1,0,-1,20200308,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200309,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200310,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200311,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200312,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200313,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200314,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200315,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200316,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200317,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200318,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200319,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200320,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200321,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200322,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200323,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200324,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200325,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200326,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200327,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200328,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200329,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200330,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200331,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200401,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200402,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200403,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200404,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200405,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200406,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200407,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200408,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200409,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200410,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200411,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200412,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200413,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200414,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200415,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200416,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200417,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200418,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200419,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200420,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200421,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200422,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200423,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200424,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200425,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200426,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200427,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200428,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200429,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200430,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200501,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200502,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200503,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200504,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200505,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200506,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200507,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200508,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200509,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200510,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200511,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200512,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200513,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200514,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200515,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200516,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200517,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200518,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200519,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200520,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200521,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200522,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200523,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200524,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200525,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200526,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200527,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200528,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200529,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200530,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200531,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200601,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200602,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200603,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200604,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200605,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200606,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200607,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200608,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200609,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200610,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200611,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200612,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200613,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200614,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200615,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200616,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200617,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200618,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200619,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200620,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200621,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200622,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200623,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200624,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200625,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200626,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200627,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200628,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200629,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200630,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200701,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200702,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200703,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200704,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200705,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200706,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200707,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200708,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200709,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200710,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200711,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200712,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200713,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200714,3,0,0,0,新疆维吾尔自治区
76,0,73,0,0,0,20200715,3,0,0,0,新疆维吾尔自治区
82,6,73,0,6,6,20200716,3,0,0,0,新疆维吾尔自治区
93,11,73,0,17,11,20200717,3,0,0,0,新疆维吾尔自治区
106,13,73,0,30,13,20200718,3,0,0,0,新疆维吾尔自治区
123,17,73,0,47,17,20200719,3,0,0,0,新疆维吾尔自治区
131,8,73,0,55,8,20200720,3,0,0,0,新疆维吾尔自治区
158,27,73,0,82,27,20200722,3,0,0,0,新疆维吾尔自治区
191,33,73,0,115,33,20200724,3,0,0,0,新疆维吾尔自治区
213,22,73,0,137,22,20200725,3,0,0,0,新疆维吾尔自治区
254,41,73,0,178,41,20200726,3,0,0,0,新疆维吾尔自治区
311,57,73,0,235,57,20200727,3,0,0,0,新疆维吾尔自治区
400,89,75,2,322,87,20200728,3,0,0,0,新疆维吾尔自治区
496,96,79,4,414,92,20200729,3,0,0,0,新疆维吾尔自治区
608,112,82,3,523,109,20200730,3,0,0,0,新疆维吾尔自治区
639,31,89,7,547,24,20200731,3,0,0,0,新疆维吾尔自治区
668,29,96,7,569,22,20200801,3,0,0,0,新疆维吾尔自治区
696,28,103,7,590,21,20200802,3,0,0,0,新疆维吾尔自治区
724,28,115,12,606,16,20200803,3,0,0,0,新疆维吾尔自治区
746,22,125,10,618,12,20200804,3,0,0,0,新疆维吾尔自治区
799,53,153,28,643,25,20200806,3,0,0,0,新疆维吾尔自治区
824,25,181,28,640,-3,20200807,3,0,0,0,新疆维吾尔自治区
839,15,211,30,625,-15,20200808,3,0,0,0,新疆维吾尔自治区
853,14,258,47,592,-33,20200809,3,0,0,0,新疆维吾尔自治区
866,13,296,38,567,-25,20200810,3,0,0,0,新疆维吾尔自治区
883,17,375,79,505,-62,20200812,3,0,0,0,新疆维吾尔自治区
891,8,424,49,464,-41,20200813,3,0,0,0,新疆维吾尔自治区
898,7,457,33,438,-26,20200814,3,0,0,0,新疆维吾尔自治区
902,4,498,41,401,-37,20200815,3,0,0,0,新疆维吾尔自治区
902,0,521,23,378,-23,20200816,3,0,0,0,新疆维吾尔自治区
902,0,545,24,354,-24,20200817,3,0,0,0,新疆维吾尔自治区
902,0,569,24,330,-24,20200818,3,0,0,0,新疆维吾尔自治区
902,0,625,56,274,-56,20200820,3,0,0,0,新疆维吾尔自治区
902,0,672,47,227,-47,20200821,3,0,0,0,新疆维吾尔自治区
902,0,701,29,198,-29,20200822,3,0,0,0,新疆维吾尔自治区
902,0,716,15,183,-15,20200823,3,0,0,0,新疆维吾尔自治区
902,0,739,23,160,-23,20200824,3,0,0,0,新疆维吾尔自治区
902,0,775,36,124,-36,20200825,3,0,0,0,新疆维吾尔自治区
1,1,0,0,1,1,20200120,0,0,0,0,上海市
9,8,0,0,9,8,20200121,0,0,0,0,上海市
16,7,0,0,16,7,20200122,0,0,0,0,上海市
20,4,0,0,20,4,20200123,0,0,0,0,上海市
33,13,0,0,32,12,20200124,1,1,0,0,上海市
40,7,1,1,38,6,20200125,1,0,0,0,上海市
53,13,1,0,51,13,20200126,1,0,0,0,上海市
